,Asset ID,Asset Name,Country,Latitude,Longitude,aez_v9v2_CRUTS32_Hist_8110_100_avg,lgd_ENSEMBLE_rcp4p5_2050s,aez_v9v2_ENSEMBLE_rcp4p5_2050s,tmpCRUTS32_0010,tmp_ENSEMBLE_rcp4p5_2050s,lgd_CRUTS32_Hist_0010,all_2010_prod
83578,274118,Global Branch Key 274118,Switzerland,46.49711,7.674366,55.0,123.0,50.0,-0.109999999403954,1.508000016212463,101.0,
6147,118130,Steinstraße 5-7,Germany,53.54992,10.00424,56.0,290.0,56.0,9.729999542236328,11.685999870300293,249.0,211.2115936279297
132921,5639670,"Retail - United Kingdom (56.2099089 , -3.0473298)",United Kingdom,56.2099089,-3.0473298,42.0,315.0,42.0,8.949999809265137,10.144000053405762,259.0,1949.7650146484375
107635,52047028,"Retail - United Kingdom (51.55646887 , -0.393839033)",United Kingdom,51.55646887,-0.393839033,56.0,314.0,56.0,10.679999351501465,12.218000411987305,275.0,
14937,5190760,"Valmont International, L.L.C.",Romania,44.432751,26.137767,56.0,192.0,56.0,12.059999465942383,13.9399995803833,217.0,451.34710693359375
181170,143586,Global Branch Key 143586,Italy,40.38968,15.6019,27.0,266.0,21.0,12.969999313354492,14.629999160766602,249.0,3840.578857421875
19827,73889,Global Branch Key 73889,France,48.94317,2.251449,56.0,309.0,56.0,12.479999542236328,14.119999885559082,304.0,38.63273239135742
2371,4238357,Hypothekarbank Lenzburg,Switzerland,47.388204,8.178387,56.0,300.0,56.0,10.389999389648438,12.058000564575195,257.0,1635.084228515625
177736,116781,Global Branch Key 116781,Italy,43.69948,10.58318,24.0,300.0,24.0,14.09999942779541,15.82800006866455,292.0,1855.1072998046875
189078,12935,Murdoch,United Kingdom,54.2374,2.32232,,,,,,,
8130,59727,Global Branch Key 59727,France,48.87223,7.479483,56.0,298.0,56.0,11.09000015258789,12.697999954223633,266.0,1794.6629638671875
12232,44907,Planta Solar Valdesolar,Spain,39.29418,-5.19824,22.0,221.0,22.0,16.60999870300293,18.347999572753906,229.0,1649.15576171875
45825,101860,Global Branch Key 101860,Poland,52.233,21.02452,56.0,228.0,56.0,8.789999961853027,11.261999130249023,212.0,244.7286834716797
169739,51345,Parc éolien de Criel Sur Mer,France,50.01352,1.33488,42.0,330.0,42.0,11.279999732971191,12.88800048828125,296.0,2287.55908203125
147147,673413,Global Branch Key 673413,Austria,46.61974,14.27923,56.0,267.0,56.0,10.319999694824219,12.170000076293945,252.0,1368.352783203125
53970,2918,Ramacca (Lembisi),Italy,37.351753,14.701523,51.0,203.0,51.0,18.65999984741211,20.07200050354004,229.0,17047.759765625
30621,769881,Global Branch Key 769881,Portugal,38.72368,-9.14943,56.0,211.0,56.0,17.389999389648438,18.9060001373291,237.0,
68585,823267,Global Branch Key 823267,Switzerland,47.09929,9.069487,42.0,299.0,30.0,9.789999961853027,11.670000076293945,251.0,1564.0726318359375
60025,10164416,Carr Lane,United Kingdom,53.42262,-2.80554,56.0,352.0,56.0,9.829999923706055,11.208000183105469,276.0,2552.959228515625
163089,114187,Global Branch Key 114187,Italy,45.69782,9.311072,35.0,342.0,23.0,13.049999237060547,14.644000053405762,286.0,1966.30810546875
26567,854345,Global Branch Key 854345,Poland,53.58886,19.56524,56.0,236.0,56.0,8.649999618530273,11.057999610900879,226.0,619.1498413085938
104180,13018,"Exxonmobil Chemical Ltd, Cadland Road",United Kingdom,50.8364,-1.35522,56.0,313.0,56.0,10.989999771118164,12.46399974822998,347.0,
115126,31309,Global Branch Key 31309,France,48.52804,2.655766,56.0,304.0,56.0,12.4399995803833,14.053998947143555,273.0,1279.6846923828125
36965,266045,Global Branch Key 266045,Spain,41.7985,0.27464,51.0,200.0,51.0,15.880000114440918,17.381999969482422,218.0,6466.71728515625
26769,613041,Global Branch Key 613041,Spain,43.66022,-7.361658,56.0,302.0,56.0,13.6899995803833,14.730000495910645,334.0,527.6751708984375
156982,8261051,CPCU SA,France,48.84311,2.373576,56.0,307.0,56.0,12.50999927520752,14.139999389648438,301.0,
56897,4670,SGL CARBON POLSKA S.A. Zak?ad w Nowym S?czu,Poland,49.587137,20.668051,56.0,234.0,56.0,7.949999809265137,10.67199993133545,223.0,1447.3896484375
15391,10196419,Grange Health Centre,United Kingdom,54.18743,-2.91488,,358.0,,9.880000114440918,11.179999351501465,278.0,134.65103149414062
193568,17068,Global Branch Key 17068,Slovakia,48.14656,17.10946,56.0,221.0,56.0,10.829999923706055,12.9739990234375,238.0,299.5843505859375
144931,10217776,Sähkötie 8/92-50-1-13,Finland,60.27796,24.97346,42.0,200.0,40.0,5.730000019073486,8.517999649047852,187.0,311.84814453125
97485,10203460,Canada Water-Plot A2,United Kingdom,51.49625,-0.04952,56.0,312.0,56.0,10.75,12.288000106811523,271.0,
81888,10072634,Come Home to Houlton,United Kingdom,52.35855,-1.18138,40.0,322.0,42.0,10.179999351501465,11.586000442504883,276.0,1629.2633056640625
107188,157319,STATIA DE COMPRIMARE SARMASEL,Romania,46.7825,24.185277,39.0,215.0,33.0,9.90999984741211,11.733999252319336,234.0,2288.024169921875
14711,188356,Global Branch Key 188356,Spain,42.43073,-2.56451,51.0,274.0,51.0,12.710000038146973,14.305999755859375,250.0,4756.76806640625
46647,3007216,Business Address,United Kingdom,52.952868,-1.149673,56.0,329.0,56.0,10.139999389648438,11.477999687194824,277.0,305.5948791503906
1426,18739,Global Branch Key 18739,Poland,50.07951,19.97362,56.0,245.0,56.0,8.449999809265137,11.345998764038086,228.0,134.49879455566406
11637,237441,Global Branch Key 237441,Poland,52.01559,18.49867,39.0,229.0,39.0,9.069999694824219,11.383999824523926,224.0,1255.0260009765625
149915,11748,Global Branch Key 11748,France,44.82074,4.578468,50.0,288.0,50.0,10.989999771118164,12.82599925994873,237.0,27.312536239624023
105769,6475,Global Branch Key 6475,France,50.62427,3.066788,56.0,318.0,56.0,10.84999942779541,12.300000190734863,279.0,738.1207885742188
97542,110097,Hardturmstrasse 161/Förrlibuckstrasse 150,Switzerland,47.39329,8.51185,56.0,309.0,56.0,10.630000114440918,12.366000175476074,261.0,81.59886932373047
63582,45564577,"Retail - France (44.5146385 , 4.77614155)",France,44.5146385,4.77614155,51.0,293.0,51.0,13.719999313354492,15.544000625610352,280.0,6754.294921875
52678,188146,Global Branch Key 188146,Spain,40.99996,-3.248767,26.0,219.0,28.0,12.489999771118164,14.227999687194824,165.0,298.005615234375
182109,3522076,Business Address,United Kingdom,53.206051,-0.60909,56.0,324.0,56.0,10.170000076293945,11.45199966430664,278.0,3184.420166015625
175572,4996806,Bertrandt Aktiengesellschaft,Germany,48.65099,8.9453,42.0,258.0,40.0,9.639999389648438,11.493999481201172,247.0,1865.6480712890625
116439,10218154,Kettukalliontie 27/205-5-164-9-L2,Finland,64.21782,27.70776,56.0,188.0,56.0,2.909999847412109,6.065999507904053,163.0,16.30552864074707
71228,256267,Global Branch Key 256267,Croatia,45.7707,15.93959,41.0,304.0,35.0,12.359999656677246,14.159998893737793,277.0,516.8107299804688
56877,75941,Fonderia di Alluminio,Italy,45.698333,9.552777,35.0,341.0,29.0,12.989999771118164,14.63800048828125,285.0,1999.9063720703125
54982,3263,Global Branch Key 3263,Greece,37.92539,23.69279,56.0,168.0,56.0,17.93000030517578,19.43400001525879,198.0,
45807,14419,Global Branch Key 14419,Romania,45.6712,25.59958,56.0,239.0,56.0,9.579999923706055,11.600000381469727,246.0,2440.62353515625
178718,4259633,Isle of Man Bank Ltd.,United Kingdom,54.14987,-4.481266,42.0,353.0,42.0,9.34000015258789,10.708000183105469,273.0,
34693,253994,MOL Magyar Olaj- és Gázipari Nyrt.,Hungary,46.31363,20.23507,33.0,204.0,33.0,11.869999885559082,13.994000434875488,229.0,2222.06640625
155762,134320,Global Branch Key 134320,United Kingdom,53.48885,-2.28649,56.0,363.0,56.0,10.34999942779541,11.684000015258789,286.0,
60694,56438064,"Retail - United Kingdom (55.9045321 , -4.4027957)",United Kingdom,55.9045321,-4.4027957,56.0,349.0,56.0,9.369999885559082,10.550000190734863,269.0,17.37565040588379
193833,32008,Global Branch Key 32008,France,43.1121,5.935645,56.0,255.0,56.0,16.15999984741211,17.65999984741211,254.0,122.88847351074219
7133,139932,Global Branch Key 139932,France,48.0449,-1.604121,56.0,294.0,56.0,11.960000038146973,13.544000625610352,322.0,3328.84326171875
32534,13731,Global Branch Key 13731,France,49.30367,1.153857,41.0,314.0,41.0,11.679999351501465,13.315999984741211,331.0,1435.7431640625
137064,1051,Global Branch Key 1051,Switzerland,47.20813,7.53563,56.0,314.0,56.0,10.90999984741211,12.561999320983887,265.0,1728.6234130859375
127869,634988,Global Branch Key 634988,Belgium,51.34561,4.32071,56.0,334.0,56.0,10.929999351501465,12.45199966430664,280.0,6848.8037109375
48390,191983,Global Branch Key 191983,Greece,36.88941,27.27837,21.0,179.0,13.0,19.020000457763672,20.647998809814453,195.0,912.3133544921875
198141,109310,Plåtförädlingen 7,Sweden,56.018866,12.712846,56.0,236.0,56.0,8.279999732971191,10.705999374389648,226.0,279.86676025390625
47392,15056,SOLVIC sa,Belgium,50.4472,4.6627,56.0,323.0,56.0,10.679999351501465,12.369999885559082,271.0,3726.892333984375
97715,18,"Cement - Spain (40.576824 , 0.54329)",Spain,40.576824,0.54329,21.0,208.0,21.0,18.149999618530273,19.511999130249023,239.0,
186870,137097,Global Branch Key 137097,Italy,41.92369,12.44716,56.0,268.0,56.0,16.43000030517578,18.13800048828125,271.0,1877.869873046875
66500,32188,Kemira Chemicals UK Ltd (Kemwater),United Kingdom,53.7033,-0.89645,39.0,333.0,41.0,9.989999771118164,11.253999710083008,275.0,4431.18115234375
3913,52031,"Retail - United Kingdom (51.5568045 , -0.2841247)",United Kingdom,51.5568045,-0.2841247,56.0,313.0,56.0,10.670000076293945,12.207999229431152,271.0,
52350,815242,Global Branch Key 815242,Belgium,50.91932,4.05718,56.0,331.0,56.0,11.019999504089355,12.607999801635742,280.0,4119.3193359375
78624,10196526,Waterloo Health Centre,United Kingdom,53.64532,-1.73585,56.0,334.0,56.0,9.449999809265137,10.733999252319336,266.0,897.4678955078125
7241,210981,Global Branch Key 210981,Spain,40.43448,-3.701279,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
196425,228701,Global Branch Key 228701,Italy,42.71753,13.01381,50.0,258.0,50.0,10.59999942779541,12.425999641418457,216.0,783.0619506835938
202146,5128735,"Retail - United Kingdom (51.2045705 , -2.1801696)",United Kingdom,51.2045705,-2.1801696,56.0,338.0,56.0,10.09999942779541,11.581998825073242,279.0,2043.7772216796875
51939,195043,Global Branch Key 195043,Germany,53.24909,8.19742,56.0,298.0,56.0,9.880000114440918,11.486000061035156,255.0,2509.10302734375
161270,51369106,"Retail - United Kingdom (51.4333968 , -2.7560747)",United Kingdom,51.4333968,-2.7560747,41.0,341.0,41.0,10.609999656677246,12.116000175476074,295.0,693.2352905273438
137290,5044,Global Branch Key 5044,France,49.66921,0.89883,41.0,333.0,29.0,11.130000114440918,12.743999481201172,294.0,3415.034423828125
145287,1204104,G/17a-S1,Netherlands,54.09571,5.400549,,,,,,,
206675,64571,Global Branch Key 64571,France,48.25088,7.602899,51.0,322.0,51.0,11.529999732971191,13.175999641418457,275.0,4581.30322265625
81744,58671,Seamade Seamade Offshore Wind Project,Belgium,51.7182,2.71856,,,,,,,
31098,52073,Parc éolien de Raival (Voie Sacrée Partie III),France,48.87592,5.25145,42.0,288.0,42.0,10.329999923706055,11.965999603271484,262.0,2146.525146484375
95586,24786,Global Branch Key 24786,Germany,53.23182,7.462817,56.0,306.0,56.0,9.920000076293945,11.381999969482422,259.0,91.10311126708984
168221,251340,Global Branch Key 251340,Poland,52.54188,19.69629,56.0,224.0,56.0,8.84999942779541,11.217999458312988,220.0,1405.193115234375
93285,582124,Global Branch Key 582124,France,46.6694,-1.432654,56.0,285.0,56.0,12.619999885559082,14.281999588012695,313.0,2759.56982421875
178819,6360531,Olaer Industries SA,France,48.922691,2.229201,56.0,309.0,56.0,12.399999618530273,14.039999008178711,301.0,3.006561279296875
202670,14294,Global Branch Key 14294,Finland,61.48306,21.7964,56.0,196.0,56.0,5.420000076293945,8.545999526977539,182.0,682.5270385742188
97761,44978,"Mercedes - Benz, Werk Kassel",Germany,51.33579,9.474364,56.0,246.0,56.0,8.970000267028809,10.865999221801758,240.0,3237.1787109375
177888,37706,Global Branch Key 37706,Spain,41.43042,2.218522,56.0,276.0,56.0,16.399999618530273,17.897998809814453,265.0,95.20567321777344
17192,77053,Global Branch Key 77053,Switzerland,47.39709,8.61625,56.0,304.0,56.0,10.469999313354492,12.22599983215332,258.0,1189.0550537109375
104512,52046613,"Retail - United Kingdom (51.5428812 , -0.3788201)",United Kingdom,51.5428812,-0.3788201,56.0,314.0,56.0,10.679999351501465,12.218000411987305,275.0,
127009,31881,Global Branch Key 31881,United Kingdom,54.2811,-0.404432,56.0,336.0,56.0,9.739999771118164,10.99799919128418,271.0,
81273,5010307,G+J Parenting Media GmbH,Germany,50.929218,6.91201,56.0,326.0,56.0,11.069999694824219,12.836000442504883,274.0,1974.00146484375
50347,10211225,Hanrö 2,Sweden,60.61121,15.61868,56.0,199.0,56.0,4.549999713897705,7.303999900817871,175.0,33.72465133666992
13604,121558,Global Branch Key 121558,France,48.87772,2.354881,56.0,307.0,56.0,12.50999927520752,14.139999389648438,301.0,
62405,4390978,Wells Fargo Bk Intl Unlimited,Ireland,53.350237,-6.24979,56.0,365.0,56.0,9.84000015258789,11.567999839782715,355.0,399.0782470703125
77971,818759,Global Branch Key 818759,Poland,52.23313,20.96743,56.0,226.0,56.0,8.65999984741211,11.115999221801758,213.0,257.97650146484375
45708,52905,Global Branch Key 52905,Spain,38.9415,1.496,50.0,202.0,50.0,18.299999237060547,19.57200050354004,235.0,3347.291015625
24916,96185,Phoenix-Center,Germany,53.45623,9.98794,56.0,284.0,56.0,9.649999618530273,11.573999404907227,248.0,571.4119873046875
38458,52187351,"Retail - United Kingdom (52.0218767 , -0.807233)",United Kingdom,52.0218767,-0.807233,56.0,316.0,56.0,10.260000228881836,11.708000183105469,275.0,684.811767578125
80072,525418,Global Branch Key 525418,Italy,46.71718,11.65622,56.0,214.0,56.0,6.319999694824219,8.4399995803833,201.0,1556.2958984375
155890,851391,Global Branch Key 851391,Poland,53.54197,14.5506,40.0,238.0,40.0,9.469999313354492,11.643999099731445,234.0,553.4742431640625
79296,3993484,"Retail - Spain (38.75392151 , -9.189992905)",Spain,38.75392151,-9.189992905,56.0,214.0,56.0,16.940000534057617,18.464000701904297,237.0,468.5167541503906
5525,4160750,Ashtead Group plc,United Kingdom,51.514095,-0.092754,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
129346,15563,SITA RECYCLING SERVICES,Belgium,51.247704,3.209558,56.0,342.0,56.0,11.039999961853027,12.427999496459961,283.0,1945.285888671875
98728,24076,Global Branch Key 24076,Germany,54.32577,10.12117,56.0,285.0,56.0,9.469999313354492,11.37399959564209,245.0,1372.6629638671875
131348,36347,Global Branch Key 36347,Hungary,47.44664,21.39496,56.0,199.0,56.0,11.139999389648438,13.239999771118164,216.0,2360.2890625
49577,277391,Global Branch Key 277391,Spain,40.48653,-3.36162,56.0,201.0,56.0,15.059999465942383,16.812000274658203,215.0,3008.645751953125
199612,127845,Global Branch Key 127845,United Kingdom,53.36028,-2.998296,56.0,360.0,56.0,9.84000015258789,11.246000289916992,277.0,
208659,155652,Global Branch Key 155652,Poland,50.03895,19.92581,50.0,245.0,50.0,8.449999809265137,11.345998764038086,228.0,134.49879455566406
87646,6343725,Prysmian Cables Et Sys France,France,48.193632,3.262926,56.0,309.0,56.0,12.269999504089355,13.96399974822998,271.0,3246.545166015625
